ER,Frequency,Country full,Ctry,Location,DOC,CoordLat,NS,CoordLong,WE,Cat,Stat,Remarks,ChDate,DR,Key,PolyID,FIR name,ChBy,Service
ER-BRA-203,136.25,Brazil,B,GUARULHOS,AOC U 100/100,"23D26'08""",S,"046D28'23""",W,ICAO,,,2017-05-21 14:56:45,E,704218,,,RWitzen,AOC
,136.3,Brazil,B,GUARULHOS,AOC U 100/100,"23D26'08""",S,"046D28'23""",W,ICAO,,,2017-05-21 14:56:45,E,704223,,,RWitzen,AOC
ER-BRA-206,131.375,Brazil,B,GUARULHOS,AOC U 100/100,"23D26'08""",S,"046D28'23""",W,ICAO,,,2017-05-21 14:56:45,E,704243,,,RWitzen,AOC
ER-BRA-206,131.375,Brazil,B,GUARULHOS,AOC U 100/100,"23D26'08""",S,"046D28'23""",W,ICAO,,,2017-05-21 14:56:45,E,704244,,,RWitzen,AOC
ER-BRA-210,136.675,Brazil,B,GUARULHOS,AOC U 100/100,"23D26'08""",S,"046D28'23""",W,ICAO,,,2017-05-21 14:56:45,E,704273,,,RWitzen,AOC
ER-BRA-211,130.75,Brazil,B,GUARULHOS,AOC U 100/100,"23D26'08""",S,"046D28'23""",W,ICAO,,,2017-05-21 14:56:45,E,704280,,,RWitzen,AOC
ER-BRA-212,136.425,Brazil,B,GUARULHOS,AOC U 100/100,"23D26'08""",S,"046D28'23""",W,ICAO,,,2017-05-21 14:56:45,E,704296,,,RWitzen,AOC
ER-BRA-220,132.0,Brazil,B,GUARULHOS,AOC U 100/100,"23D26'08""",S,"046D28'23""",W,ICAO,,,2017-05-21 14:56:45,E,704373,,,RWitzen,AOC
ER-BRA-221,131.6,Brazil,B,GUARULHOS,AOC U 100/100,"23D26'08""",S,"046D28'23""",W,ICAO,,,2017-05-21 14:56:45,E,704387,,,RWitzen,AOC
ER-BRA-223,130.025,Brazil,B,GUARULHOS,AOC U 100/100,"23D26'08""",S,"046D28'23""",W,ICAO,,,2017-05-21 14:56:45,E,704413,,,RWitzen,AOC
,136.5,Brazil,B,GUARULHOS,AOC U 100/100,"23D26'08""",S,"046D28'23""",W,ICAO,,,2017-05-21 14:56:45,E,704448,,,RWitzen,AOC
,119.15,Brazil,B,GUARULHOS,APP-U C-150/450,"23D26'08""",S,"046D28'23""",W,ICAO,,,2017-05-21 14:56:45,E,704461,,,RWitzen,APP
,121.0,Brazil,B,GUARULHOS,APP-U C-150/450,"23D26'08""",S,"046D28'23""",W,ICAO,,,2017-05-21 14:56:45,E,704569,,,RWitzen,APP
,121.7,Brazil,B,GUARULHOS,AS C-5/1,"23D26'08""",S,"046D28'23""",W,ICAO,,,2017-05-21 14:56:45,E,704663,,,RWitzen,AS
,121.85,Brazil,B,GUARULHOS,AS C-5/1,"23D26'08""",S,"046D28'23""",W,ICAO,,,2017-05-21 14:56:45,E,704674,,,RWitzen,AS
,126.9,Brazil,B,GUARULHOS,AS C-5/1,"23D26'08""",S,"046D28'23""",W,ICAO,,,2017-05-21 14:56:45,E,704698,,,RWitzen,AS
,127.75,Brazil,B,GUARULHOS,ATIS B-260/450,"23D26'08""",S,"046D28'23""",W,ICAO,,,2017-05-21 14:56:45,E,704717,,,RWitzen,ATIS
ER-BRA-57,121.5,Brazil,B,GUARULHOS,EMERG 261/450,"23D26'08""",S,"046D28'23""",W,ICAO,,,2017-05-21 14:56:45,E,704779,,,RWitzen,EMERG
,118.4,Brazil,B,GUARULHOS,TWR 25/40,"23D26'08""",S,"046D28'23""",W,ICAO,,,2017-05-21 14:56:45,E,704887,,,RWitzen,TWR
,132.75,Brazil,B,GUARULHOS,TWR 25/40,"23D26'08""",S,"046D28'23""",W,ICAO,,,2017-05-21 14:56:45,E,704977,,,RWitzen,TWR
,135.2,Brazil,B,GUARULHOS,TWR 25/40,"23D26'08""",S,"046D28'23""",W,ICAO,,,2017-05-21 14:56:45,E,704979,,,RWitzen,TWR
ER-BRA-24,133.05,Brazil,B,GURUPI,ACC-U C-261/450,11D44'08'',S,049D03'36'',W,ICAO,,"OFF-SET CARRIER  -2,5",2017-05-21 14:56:45,E,703054,99146.0,FIR BRASILIA,RWitzen,ACC-U
ER-BRA-32,135.9,Brazil,B,GURUPI,ACC-U C-261/450,11D44'08'',S,049D03'36'',W,ICAO,,"OFF-SET CARRIER  -7,3 ",2017-05-21 14:56:45,E,703076,99146.0,FIR BRASILIA,RWitzen,ACC-U
ER-BRA-8,124.7,Brazil,B,GURUPI,ACC-U C-261/450,11D44'08'',S,049D03'36'',W,ICAO,,"OFF-SET CARRIER  -2,5",2017-05-21 14:56:45,E,703091,99146.0,FIR BRASILIA,RWitzen,ACC-U
ER-BRA-174,130.3,Brazil,B,GURUPI,AOC U 100/100,"11D44'21""",S,"049D07'56""",W,ICAO,,,2017-05-21 14:56:45,E,703666,,,RWitzen,AOC
ER-BRA-182,130.5,Brazil,B,GURUPI,AOC U 100/100,"11D44'21""",S,"049D07'56""",W,ICAO,,,2017-05-21 14:56:45,E,703794,,,RWitzen,AOC
ER-BRA-57,121.5,Brazil,B,GURUPI,EMERG 261/450,"11D44'21""",S,"049D07'56""",W,ICAO,,,2017-05-21 14:56:45,E,704780,,,RWitzen,EMERG
ER-BRA-229,132.15,Brazil,B,GURUPI,VOLMET B-260/450,"11D44'21""",S,"049D07'56""",W,ICAO,,,2017-05-21 14:56:45,E,705019,,,RWitzen,VOLMET
ER-BRA-149,119.0,Brazil,B,GW,APP-U C-150/450,22D48'00'',S,043D15'00'',W,ICAO,,OFF SET CARRIER  0   stdby,2017-05-21 14:56:45,E,702779,,APP-RJ,RWitzen,APP
ER-BRA-150,119.35,Brazil,B,GW,APP-U C-150/450,22D48'00'',S,043D15'00'',W,ICAO,,OFF SET CARRIER  0   stdby,2017-05-21 14:56:45,E,702782,,APP-RJ,RWitzen,APP
ER-BRA-219,136.4,Brazil,B,HORIZONTINA,AOC U 100/100,"27D38'18""",S,"054D20'26""",W,ICAO,,,2017-05-21 14:56:45,E,704352,,,RWitzen,AOC
ER-BRA-202,131.875,Brazil,B,HUMAITÁ,AOC U 100/100,"07D32'23""",S,"063D04'14""",W,ICAO,,,2017-05-21 14:56:45,E,704168,,,RWitzen,AOC
ER-BRA-115,133.9,Brazil,B,IAUARETE,ACC-U C-261/450,00D36'14'',N,069D11'27'',W,ICAO,,"OFF SET CARRIER +7,5",2017-05-21 14:56:45,E,702954,99110.0,FIR AMAZONICA,RWitzen,ACC-U
ER-BRA-97,124.75,Brazil,B,IAUARETE,ACC-U C-261/450,00D36'14'',N,069D11'27'',W,ICAO,,"OFF SET CARRIER +7,5",2017-05-21 14:56:45,E,703003,99110.0,FIR AMAZONICA,RWitzen,ACC-U
ER-BRA-57,121.5,Brazil,B,IAUARETÊ,EMERG 261/450,"00D36'25""",N,"069D12'05""",W,ICAO,,,2017-05-21 14:56:45,E,704781,,,RWitzen,EMERG
,125.9,Brazil,B,IAUARETÊ,TWR 25/40,"00D36'25""",N,"069D12'05""",W,ICAO,,,2017-05-21 14:56:45,E,704967,,,RWitzen,TWR
,130.25,Brazil,B,ILHA COMANDATUBA-UNA ,AOC U 100/100,"15D21'12""",S,"038D59'50""",W,ICAO,,,2017-05-21 14:56:45,E,703327,,,RWitzen,AOC
ER-BRA-76,128.35,Brazil,B,ILHEUS,ACC-U C-261/450,14D47'53'',S,039D02'05'',W,ICAO,,"OFF SET CARRIER  +7,3",2017-05-21 14:56:45,E,703214,99316.0,FIR RECIFE,RWitzen,ACC-U
ER-BRA-212,136.425,Brazil,B,ILHÉUS,AOC U 100/100,"14D48'51""",S,"039D01'54""",W,ICAO,,,2017-05-21 14:56:45,E,704297,,,RWitzen,AOC
ER-BRA-201,131.225,Brazil,B,ILHÉUS,AOC U 100/100,"14D48'54""",S,"039D02'00""",W,ICAO,,,2017-05-21 14:56:45,E,704104,,,RWitzen,AOC
,120.1,Brazil,B,ILHÉUS,APP-U C-150/450,"14D48'54""",S,"039D02'00""",W,ICAO,,,2017-05-21 14:56:45,E,704525,,,RWitzen,APP
,118.4,Brazil,B,ILHÉUS,TWR 25/40,"14D48'54""",S,"039D02'00""",W,ICAO,,,2017-05-21 14:56:45,E,704888,,,RWitzen,TWR
ER-BRA-170,130.225,Brazil,B,IMPERATRIZ,AOC U 100/100,"05D32'10""",S,"047D27'36""",W,ICAO,,,2017-05-21 14:56:45,E,703631,,,RWitzen,AOC
ER-BRA-174,130.3,Brazil,B,IMPERATRIZ,AOC U 100/100,"05D32'10""",S,"047D27'36""",W,ICAO,,,2017-05-21 14:56:45,E,703667,,,RWitzen,AOC
ER-BRA-182,130.5,Brazil,B,IMPERATRIZ,AOC U 100/100,"05D32'10""",S,"047D27'36""",W,ICAO,,,2017-05-21 14:56:45,E,703795,,,RWitzen,AOC
ER-BRA-201,131.225,Brazil,B,IMPERATRIZ,AOC U 100/100,"05D32'10""",S,"047D27'36""",W,ICAO,,,2017-05-21 14:56:45,E,704105,,,RWitzen,AOC
,120.3,Brazil,B,IMPERATRIZ,APP-U C-150/450,"05D32'10""",S,"047D27'36""",W,ICAO,,,2017-05-21 14:56:45,E,704538,,,RWitzen,APP
ER-BRA-57,121.5,Brazil,B,IMPERATRIZ,EMERG 261/450,"05D32'10""",S,"047D27'36""",W,ICAO,,,2017-05-21 14:56:45,E,704782,,,RWitzen,EMERG
,125.65,Brazil,B,IMPERATRIZ,TWR 25/40,"05D32'10""",S,"047D27'36""",W,ICAO,,,2017-05-21 14:56:45,E,704947,,,RWitzen,TWR
,125.85,Brazil,B,IMPERATRIZ,TWR 25/40,"05D32'10""",S,"047D27'36""",W,ICAO,,,2017-05-21 14:56:45,E,704960,,,RWitzen,TWR
ER-BRA-241,132.5,Brazil,B,IMPERATRIZ,VOLMET B-260/450,"05D32'10""",S,"047D27'36""",W,ICAO,,,2017-05-21 14:56:45,E,705072,,,RWitzen,VOLMET
ER-BRA-105,126.15,Brazil,B,IMPERATRIZ,ACC-U C-261/450,05D32'12'',S,047D27'38'',W,ICAO,,OFF SET CARRIER  0,2017-05-21 14:56:45,E,702912,99110.0,FIR AMAZONICA,RWitzen,ACC-U
ER-BRA-114,133.7,Brazil,B,IMPERATRIZ,ACC-U C-261/450,05D32'12'',S,047D27'38'',W,ICAO,,OFF SET CARRIER  0 ,2017-05-21 14:56:45,E,702947,99110.0,FIR AMAZONICA,RWitzen,ACC-U
ER-BRA-10,125.05,Brazil,B,IPAMERI,ACC-U C-261/450,17D39'10'',S,048D09'57'',W,ICAO,,OFF SET CARRIER  +5,2017-05-21 14:56:45,E,703016,99146.0,FIR BRASILIA,RWitzen,ACC-U
ER-BRA-11,125.55,Brazil,B,IPAMERI,ACC-U C-261/450,17D39'10'',S,048D09'57'',W,ICAO,,OFF SET CARRIER  -5,2017-05-21 14:56:45,E,703017,99146.0,FIR BRASILIA,RWitzen,ACC-U
ER-BRA-3,123.75,Brazil,B,IPAMERI,ACC-U C-261/450,17D39'10'',S,048D09'57'',W,ICAO,,OFF SET CARRIER  +5,2017-05-21 14:56:45,E,703069,99146.0,FIR BRASILIA,RWitzen,ACC-U
ER-BRA-5,124.2,Brazil,B,IPAMERI,ACC-U C-261/450,17D39'10'',S,048D09'57'',W,ICAO,,"OFF SET CARRIER  +7,3",2017-05-21 14:56:45,E,703081,99146.0,FIR BRASILIA,RWitzen,ACC-U
ER-BRA-230,132.25,Brazil,B,IPAMERI,VOLMET B-260/450,"17D41'14""",S,"048D09'43""",W,ICAO,,,2017-05-21 14:56:45,E,705025,,,RWitzen,VOLMET
,131.35,Brazil,B,IPEÚNA,AOC U 100/100,"22D26'25""",S,"047D42'06""",W,ICAO,,,2017-05-21 14:56:45,E,703510,,,RWitzen,AOC
,126.6,Brazil,B,ITACOATIARA,TWR 25/40,"03D07'35""",S,"058D28'54""",W,ICAO,,,2017-05-21 14:56:45,E,703293,,,RWitzen,ACC-U
ER-BRA-202,131.875,Brazil,B,ITAITUBA,AOC U 100/100,"04D14'32""",S,"056D00'03""",W,ICAO,,,2017-05-21 14:56:45,E,704169,,,RWitzen,AOC
,119.8,Brazil,B,ITAITUBA,APP-U C-150/450,"04D14'32""",S,"056D00'03""",W,ICAO,,,2017-05-21 14:56:45,E,704510,,,RWitzen,APP
ER-BRA-57,121.5,Brazil,B,ITAITUBA,EMERG 261/450,"04D14'32""",S,"056D00'03""",W,ICAO,,,2017-05-21 14:56:45,E,704783,,,RWitzen,EMERG
,125.5,Brazil,B,ITAITUBA,TWR 25/40,"04D14'32""",S,"056D00'03""",W,ICAO,,,2017-05-21 14:56:45,E,704945,,,RWitzen,TWR
ER-BRA-234,132.05,Brazil,B,ITAITUBA,VOLMET B-260/450,"04D14'32""",S,"056D00'03""",W,ICAO,,,2017-05-21 14:56:45,E,705041,,,RWitzen,VOLMET
ER-BRA-110,127.0,Brazil,B,ITAITUBA,ACC-U C-261/450,04D14'47'',S,056D00'27'',W,ICAO,,"OFF SET CARRIER +7,5",2017-05-21 14:56:45,E,702932,99110.0,FIR AMAZONICA,RWitzen,ACC-U
ER-BRA-117,134.25,Brazil,B,ITAITUBA,ACC-U C-261/450,04D14'47'',S,056D00'27'',W,ICAO,,"OFF SET CARRIER +7,5",2017-05-21 14:56:45,E,702961,99110.0,FIR AMAZONICA,RWitzen,ACC-U
,131.3,Brazil,B,ITAITUBA,AOC U 100/100,"04D16'33""",S,"055D59'02""",W,ICAO,,,2017-05-21 14:56:45,E,703500,,,RWitzen,AOC
,130.2,Brazil,B,ITAJUBÁ,AOC U 100/100,"22D25'36""",S,"045D28'41""",W,ICAO,,,2017-05-21 14:56:45,E,703325,,,RWitzen,AOC
,131.125,Brazil,B,ITIRAPINA,AOC U 100/100,"22D11'41""",S,"047D51'42""",W,ICAO,,,2017-05-21 14:56:45,E,703474,,,RWitzen,AOC
,130.3,Brazil,B,ITUMBIARA,AOC U 100/100,"18D26'42""",S,"049D12'51""",W,ICAO,,,2017-05-21 14:56:45,E,703336,,,RWitzen,AOC
ER-BRA-57,121.5,Brazil,B,JACAREACANGA,EMERG 261/450,"06D14'12""",S,"057D46'31""",W,ICAO,,,2017-05-21 14:56:45,E,704784,,,RWitzen,EMERG
,125.9,Brazil,B,JACAREACANGA,TWR 25/40,"06D14'12""",S,"057D46'31""",W,ICAO,,,2017-05-21 14:56:45,E,704968,,,RWitzen,TWR
ER-BRA-234,132.05,Brazil,B,JACAREACANGA,VOLMET B-260/450,"06D14'12""",S,"057D46'31""",W,ICAO,,,2017-05-21 14:56:45,E,705042,,,RWitzen,VOLMET
ER-BRA-104,126.1,Brazil,B,JACAREACANGA,ACC-U C-261/450,06D14'14'',S,057D46'33'',W,ICAO,,"OFF-SET CARRIER  +2,5",2017-05-21 14:56:45,E,702908,99110.0,FIR AMAZONICA,RWitzen,ACC-U
ER-BRA-110,127.0,Brazil,B,JACAREACANGA,ACC-U C-261/450,06D14'14'',S,057D46'33'',W,ICAO,,"OFF-SET CARRIER  -2,5",2017-05-21 14:56:45,E,702933,99110.0,FIR AMAZONICA,RWitzen,ACC-U
ER-BRA-117,134.25,Brazil,B,JACAREACANGA,ACC-U C-261/450,06D14'14'',S,057D46'33'',W,ICAO,,"OFF-SET CARRIER  -2,5",2017-05-21 14:56:45,E,702962,99110.0,FIR AMAZONICA,RWitzen,ACC-U
ER-BRA-118,134.7,Brazil,B,JACAREACANGA,ACC-U C-261/450,06D14'14'',S,057D46'33'',W,ICAO,,"OFF-SET CARRIER  +2,5",2017-05-21 14:56:45,E,702967,99110.0,FIR AMAZONICA,RWitzen,ACC-U
,131.15,Brazil,B,JACAREPAGUÁ,AOC U 100/100,"22D57'24""",S,"043D23'50""",W,ICAO,,,2017-05-21 14:56:45,E,703481,,,RWitzen,AOC
,130.325,Brazil,B,JACAREPAGUÁ,AOC U 100/100,"22D59'06""",S,"043D22'12""",W,ICAO,,,2017-05-21 14:56:45,E,703344,,,RWitzen,AOC
,130.95,Brazil,B,JACAREPAGUÁ,AOC U 100/100,"22D59'14""",S,"043D22'33""",W,ICAO,,,2017-05-21 14:56:45,E,703443,,,RWitzen,AOC
,131.025,Brazil,B,JACAREPAGUÁ,AOC U 100/100,"22D59'14""",S,"043D22'33""",W,ICAO,,,2017-05-21 14:56:45,E,703458,,,RWitzen,AOC
,131.325,Brazil,B,JACAREPAGUÁ,AOC U 100/100,"22D59'14""",S,"043D22'33""",W,ICAO,,,2017-05-21 14:56:45,E,703508,,,RWitzen,AOC
,131.425,Brazil,B,JACAREPAGUÁ,AOC U 100/100,"22D59'14""",S,"043D22'33""",W,ICAO,,,2017-05-21 14:56:45,E,703517,,,RWitzen,AOC
,130.625,Brazil,B,JACAREPAGUÁ,AOC U 100/100,"22D59'15""",S,"043D22'12""",W,ICAO,,,2017-05-21 14:56:45,E,703398,,,RWitzen,AOC
,130.75,Brazil,B,JACAREPAGUÁ,AOC U 100/100,"22D59'15""",S,"043D22'12""",W,ICAO,,,2017-05-21 14:56:45,E,703413,,,RWitzen,AOC
ER-BRA-207,130.4,Brazil,B,JACAREPAGUÁ,AOC U 100/100,"22D59'15""",S,"043D22'12""",W,ICAO,,,2017-05-21 14:56:45,E,704258,,,RWitzen,AOC
,128.9,Brazil,B,JACAREPAGUÁ,APP-U C-150/450,"22D59'15""",S,"043D22'12""",W,ICAO,,,2017-05-21 14:56:45,E,704599,,,RWitzen,APP
,121.6,Brazil,B,JACAREPAGUÁ,AS C-5/1,"22D59'15""",S,"043D22'12""",W,ICAO,,,2017-05-21 14:56:45,E,704651,,,RWitzen,AS
,118.4,Brazil,B,JACAREPAGUÁ,TWR 25/40,"22D59'15""",S,"043D22'12""",W,ICAO,,,2017-05-21 14:56:45,E,704889,,,RWitzen,TWR
ER-BRA-33,123.7,Brazil,B,JAGUARARI,ACC-U C-265/450,22D20'29'',S,054D24'57'',W,ICAO,,"OFF-SET CARRIER  +7,3 ",2017-05-21 14:56:45,E,703098,99171.0,FIR CURITIBA,RWitzen,ACC-U
ER-BRA-36,124.85,Brazil,B,JAGUARARI,ACC-U C-261/450,22D20'29'',S,054D24'57'',W,ICAO,,"OFF SET CARRIER  +7,5  [stby]",2017-05-21 14:56:45,E,703107,99171.0,FIR CURITIBA,RWitzen,ACC-U
ER-BRA-48,128.15,Brazil,B,JAGUARARI,ACC-U C-261/450,22D20'29'',S,054D24'57'',W,ICAO,,"OFF SET CARRIER  +7,5  [stby]",2017-05-21 14:56:45,E,703146,99171.0,FIR CURITIBA,RWitzen,ACC-U
ER-BRA-52,129.25,Brazil,B,JAGUARARI,ACC-U C-261/450,22D20'29'',S,054D24'57'',W,ICAO,,"OFF SET CARRIER  +7,3",2017-05-21 14:56:45,E,703160,99171.0,FIR CURITIBA,RWitzen,ACC-U
,130.375,Brazil,B,JAGUARÉ,AOC U 100/100,"23D32'48""",S,"046D44'13""",W,ICAO,,,2017-05-21 14:56:45,E,703366,,,RWitzen,AOC
,130.7,Brazil,B,JAGUARUNA,AOC U 100/100,"28D40'35""",S,"049D03'58""",W,ICAO,,,2017-05-21 14:56:45,E,703406,,,RWitzen,AOC
ER-BRA-186,136.625,Brazil,B,JAGUARUNA,AOC U 100/100,"28D40'35""",S,"049D03'58""",W,ICAO,,,2017-05-21 14:56:45,E,703840,,,RWitzen,AOC
ER-BRA-57,121.5,Brazil,B,JARAGUARI,EMERG 261/450,"22D20'29""",S,"054D24'57""",W,ICAO,,,2017-05-21 14:56:45,E,704785,,,RWitzen,EMERG
ER-BRA-226,132.45,Brazil,B,JARAGUARI,VOLMET B-260/450,"22D20'29""",S,"054D24'57""",W,ICAO,,,2017-05-21 14:56:45,E,705001,,,RWitzen,VOLMET
ER-BRA-227,132.7,Brazil,B,JARAGUARI,VOLMET B-260/450,"22D20'29""",S,"054D24'57""",W,ICAO,,,2017-05-21 14:56:45,E,705009,,,RWitzen,VOLMET
ER-BRA-33,123.7,Brazil,B,JATAI,ACC-U C-265/450,17D49'48'',S,051D41'48'',W,ICAO,,OFF SET CARRIER  0 kHz,2017-05-21 14:56:45,E,703099,99171.0,FIR CURITIBA,RWitzen,ACC-U
ER-BRA-52,129.25,Brazil,B,JATAI,ACC-U C-261/450,17D49'48'',S,051D46'31'',W,ICAO,,OFF SET CARRIER  0 kHz,2017-05-21 14:56:45,E,703161,99171.0,FIR CURITIBA,RWitzen,ACC-U
ER-BRA-12,126.05,Brazil,B,JATAI,ACC-U C-261/450,17D50'15'',S,051D44'09'',W,ICAO,,OFF SET CARRIER  0,2017-05-21 14:56:45,E,703020,99146.0,FIR BRASILIA,RWitzen,ACC-U
ER-BRA-4,123.95,Brazil,B,JATAI,ACC-U C-261/450,17D50'15'',S,051D44'09'',W,ICAO,,OFF SET CARRIER  0,2017-05-21 14:56:45,E,703079,99146.0,FIR BRASILIA,RWitzen,ACC-U
ER-BRA-57,121.5,Brazil,B,JATAÍ,EMERG 261/450,"17D49'48""",S,"051D46'31""",W,ICAO,,,2017-05-21 14:56:45,E,704786,,,RWitzen,EMERG
ER-BRA-232,132.55,Brazil,B,JATAÍ,VOLMET B-260/450,"17D49'48""",S,"051D46'31""",W,ICAO,,,2017-05-21 14:56:45,E,705033,,,RWitzen,VOLMET
ER-BRA-103,125.85,Brazil,B,JI PARANA,ACC-U C-261/450,10D52'32'',S,061D51'03'',W,ICAO,,OFF SET CARRIER  +5,2017-05-21 14:56:45,E,702905,99110.0,FIR AMAZONICA,RWitzen,ACC-U
ER-BRA-112,128.05,Brazil,B,JI PARANA,ACC-U C-261/450,10D52'32'',S,061D51'03'',W,ICAO,,OFF SET CARRIER  +5,2017-05-21 14:56:45,E,702942,99110.0,FIR AMAZONICA,RWitzen,ACC-U
ER-BRA-113,128.3,Brazil,B,JI PARANA,ACC-U C-261/450,10D52'32'',S,061D51'03'',W,ICAO,,OFF SET CARRIER  +5,2017-05-21 14:56:45,E,702944,99110.0,FIR AMAZONICA,RWitzen,ACC-U
ER-BRA-93,123.85,Brazil,B,JI PARANA,ACC-U C-261/450,10D52'32'',S,061D51'03'',W,ICAO,,"OFF SET CARRIER  +7,3  [stdby]",2017-05-21 14:56:45,E,702986,99110.0,FIR AMAZONICA,RWitzen,ACC-U
,131.75,Brazil,B,JI-PARANÁ,AOC U 100/100,"10D52'14""",S,"061D50'48""",W,ICAO,,,2017-05-21 14:56:45,E,703557,,,RWitzen,AOC
ER-BRA-202,131.875,Brazil,B,JI-PARANÁ,AOC U 100/100,"10D52'14""",S,"061D50'48""",W,ICAO,,,2017-05-21 14:56:45,E,704170,,,RWitzen,AOC
ER-BRA-57,121.5,Brazil,B,JI-PARANÁ,EMERG 261/450,"10D52'14""",S,"061D50'48""",W,ICAO,,,2017-05-21 14:56:45,E,704787,,,RWitzen,EMERG
ER-BRA-236,132.15,Brazil,B,JI-PARANÁ,VOLMET B-260/450,"10D52'14""",S,"061D50'48""",W,ICAO,,,2017-05-21 14:56:45,E,705052,,,RWitzen,VOLMET
,130.1,Brazil,B,JOAÇABA,AOC U 100/100,"27D10'22""",S,"051D33'06""",W,ICAO,,,2017-05-21 14:56:45,E,703315,,,RWitzen,AOC
,130.75,Brazil,B,JOAÇABA,AOC U 100/100,"27D10'22""",S,"051D33'06""",W,ICAO,,,2017-05-21 14:56:45,E,703414,,,RWitzen,AOC
ER-BRA-219,136.4,Brazil,B,JOAÇABA,AOC U 100/100,"27D10'22""",S,"051D33'06""",W,ICAO,,,2017-05-21 14:56:45,E,704353,,,RWitzen,AOC
ER-BRA-182,130.5,Brazil,B,JOÃO PESSOA,AOC U 100/100,"07D07'08""",S,"034D57'03""",W,ICAO,,,2017-05-21 14:56:45,E,703796,,,RWitzen,AOC
ER-BRA-199,130.9,Brazil,B,JOÃO PESSOA,AOC U 100/100,"07D07'08""",S,"034D57'03""",W,ICAO,,,2017-05-21 14:56:45,E,704047,,,RWitzen,AOC
ER-BRA-201,131.225,Brazil,B,JOÃO PESSOA,AOC U 100/100,"07D07'08""",S,"034D57'03""",W,ICAO,,,2017-05-21 14:56:45,E,704106,,,RWitzen,AOC
,118.3,Brazil,B,JOÃO PESSOA,TWR 25/40,"07D07'08""",S,"034D57'03""",W,ICAO,,,2017-05-21 14:56:45,E,704878,,,RWitzen,TWR
ER-BRA-201,131.225,Brazil,B,JOINVILLE,AOC U 100/100,"07D07'08""",S,"034D57'03""",W,ICAO,,,2017-05-21 14:56:45,E,704107,,,RWitzen,AOC
ER-BRA-202,131.875,Brazil,B,JOINVILLE,AOC U 100/100,"07D07'08""",S,"034D57'03""",W,ICAO,,,2017-05-21 14:56:45,E,704171,,,RWitzen,AOC
ER-BRA-199,130.9,Brazil,B,JOINVILLE,AOC U 100/100,"26D13'23""",S,"048D47'51""",W,ICAO,,,2017-05-21 14:56:45,E,704048,,,RWitzen,AOC
,118.0,Brazil,B,JOINVILLE,TWR 25/40,"26D13'23""",S,"048D47'51""",W,ICAO,,,2017-05-21 14:56:45,E,704849,,,RWitzen,TWR
ER-BRA-182,130.5,Brazil,B,JUARA,AOC U 100/100,"11D14'44""",S,"057D31'01""",W,ICAO,,,2017-05-21 14:56:45,E,703797,,,RWitzen,AOC
ER-BRA-64,125.15,Brazil,B,JUAZEIRO DO NORTE,ACC-U C-261/450,07D02'22'',S,039D12'41'',W,ICAO,,OFF SET CARRIER  +8,2017-05-21 14:56:45,E,703183,99316.0,FIR RECIFE,RWitzen,ACC-U
ER-BRA-65,125.4,Brazil,B,JUAZEIRO DO NORTE,ACC-U C-261/450,07D02'22'',S,039D12'41'',W,ICAO,,OFF SET CARRIER  +8,2017-05-21 14:56:45,E,703186,99316.0,FIR RECIFE,RWitzen,ACC-U
ER-BRA-75,128.05,Brazil,B,JUAZEIRO DO NORTE,ACC-U C-261/450,07D02'22'',S,039D12'41'',W,ICAO,,OFF SET CARRIER  +8,2017-05-21 14:56:45,E,703211,99316.0,FIR RECIFE,RWitzen,ACC-U
ER-BRA-86,134.9,Brazil,B,JUAZEIRO DO NORTE,ACC-U C-261/450,07D02'22'',S,039D12'41'',W,ICAO,,OFF SET CARRIER  +8,2017-05-21 14:56:45,E,703238,99316.0,FIR RECIFE,RWitzen,ACC-U
ER-BRA-87,135.25,Brazil,B,JUAZEIRO DO NORTE,ACC-U C-261/450,07D02'22'',S,039D12'41'',W,ICAO,,OFF SET CARRIER  +8,2017-05-21 14:56:45,E,703242,99316.0,FIR RECIFE,RWitzen,ACC-U
ER-BRA-90,135.8,Brazil,B,JUAZEIRO DO NORTE,ACC-U C-261/450,07D02'22'',S,039D12'41'',W,ICAO,,OFF SET CARRIER  +8,2017-05-21 14:56:45,E,703249,99316.0,FIR RECIFE,RWitzen,ACC-U
ER-BRA-57,121.5,Brazil,B,JUAZEIRO DO NORTE,EM EM-261/450,07D02'22'',S,039D12'41'',W,ICAO,,OFF SET CARRIER  +8,2017-05-21 14:56:45,E,703255,99316.0,FIR RECIFE,RWitzen,EMERG
ER-BRA-59,123.95,Brazil,B,JUAZEIRO DO NORTE,VOLMET B-260/450,07D02'22'',S,039D12'41'',W,ICAO,,OFF SET CARRIER  +8,2017-05-21 14:56:45,E,703262,99316.0,FIR RECIFE,RWitzen,VOLMET
,131.75,Brazil,B,JUAZEIRO DO NORTE,AOC U 100/100,"07D13'06""",S,"039D16'18""",W,ICAO,,,2017-05-21 14:56:45,E,703558,,,RWitzen,AOC
ER-BRA-199,130.9,Brazil,B,JUAZEIRO DO NORTE,AOC U 100/100,"07D13'06""",S,"039D16'18""",W,ICAO,,,2017-05-21 14:56:45,E,704049,,,RWitzen,AOC
ER-BRA-201,131.225,Brazil,B,JUAZEIRO DO NORTE,AOC U 100/100,"07D13'06""",S,"039D16'18""",W,ICAO,,,2017-05-21 14:56:45,E,704108,,,RWitzen,AOC
