ER,Frequency,Country full,Ctry,Location,DOC,CoordLat,NS,CoordLong,WE,Cat,Stat,Remarks,ChDate,DR,Key,PolyID,FIR name,ChBy,Service
,118.8,Brazil,B,ALCÂNTARA,TWR 25/40,"02D22'18""",S,"044D23'27""",W,ICAO,,,2017-05-21 14:56:45,E,704921,,,RWitzen,TWR
,130.35,Brazil,B,ALEGRETE,AOC U 100/100,"29D48'45""",S,"055D53'32""",W,ICAO,,,2017-05-21 14:56:45,E,703345,,,RWitzen,AOC
,126.6,Brazil,B,ALTA FLORESTA,TWR 25/40,"09D51'59""",S,"056D06'18""",W,ICAO,,,2017-05-21 14:56:45,E,703291,,,RWitzen,ACC-U
ER-BRA-202,131.875,Brazil,B,ALTA FLORESTA,AOC U 100/100,"09D51'59""",S,"056D06'18""",W,ICAO,,,2017-05-21 14:56:45,E,704133,,,RWitzen,AOC
,119.6,Brazil,B,ALTA FLORESTA,APP-U C-150/450,"09D51'59""",S,"056D06'18""",W,ICAO,,,2017-05-21 14:56:45,E,704494,,,RWitzen,APP
ER-BRA-168,130.2,Brazil,B,ALTAMIRA,AOC U 100/100,"03D15'07""",S,"052D14'46""",W,ICAO,,,2017-05-21 14:56:45,E,703615,,,RWitzen,AOC
ER-BRA-174,130.3,Brazil,B,ALTAMIRA,AOC U 100/100,"03D15'07""",S,"052D14'46""",W,ICAO,,,2017-05-21 14:56:45,E,703662,,,RWitzen,AOC
ER-BRA-202,131.875,Brazil,B,ALTAMIRA,AOC U 100/100,"03D15'07""",S,"052D14'46""",W,ICAO,,,2017-05-21 14:56:45,E,704134,,,RWitzen,AOC
ER-BRA-57,121.5,Brazil,B,ALTAMIRA,EMERG 261/450,"03D15'07""",S,"052D14'46""",W,ICAO,,,2017-05-21 14:56:45,E,704738,,,RWitzen,EMERG
,125.85,Brazil,B,ALTAMIRA,TWR 25/40,"03D15'07""",S,"052D14'46""",W,ICAO,,,2017-05-21 14:56:45,E,704957,,,RWitzen,TWR
ER-BRA-235,132.1,Brazil,B,ALTAMIRA,VOLMET B-260/450,"03D15'07""",S,"052D14'46""",W,ICAO,,,2017-05-21 14:56:45,E,705046,,,RWitzen,VOLMET
ER-BRA-111,123.9,Brazil,B,ALTAMIRA,ACC-U C-261/450,03D15'09'',S,052D14'48'',W,ICAO,,"OFF-SET CARRIER  -2,5",2019-12-15 16:10:21,E,702937,,,Robert,ACC-U
ER-BRA-92,123.65,Brazil,B,ALTAMIRA,ACC-U C-261/450,03D15'09'',S,052D14'48'',W,ICAO,,"OFF-SET CARRIER  -7,3 ",2017-05-21 14:56:45,E,702982,99110.0,FIR AMAZONICA,RWitzen,ACC-U
ER-BRA-94,123.95,Brazil,B,ALTAMIRA,ACC-U C-261/450,03D15'09'',S,052D14'48'',W,ICAO,,"OFF-SET CARRIER  -2,5",2017-05-21 14:56:45,E,702989,99110.0,FIR AMAZONICA,RWitzen,ACC-U
ER-BRA-29,135.0,Brazil,B,ALTO PARAISO,ACC-U C-261/450,13D57'26'',S,047D27'22'',W,ICAO,,"OFF SET CARRIER  -7,3",2017-05-21 14:56:45,E,703065,99146.0,FIR BRASILIA,RWitzen,ACC-U
ER-BRA-7,124.5,Brazil,B,ALTO PARAISO,ACC-U C-261/450,13D57'26'',S,047D27'22'',W,ICAO,,"OFF SET CARRIER  -7,3",2017-05-21 14:56:45,E,703086,99146.0,FIR BRASILIA,RWitzen,ACC-U
ER-BRA-57,121.5,Brazil,B,ALTO PARAÍSO,EMERG 261/450,"14D17'57""",S,"047D30'36""",W,ICAO,,,2017-05-21 14:56:45,E,704739,,,RWitzen,EMERG
ER-BRA-230,132.25,Brazil,B,ALTO PARAÍSO,VOLMET B-260/450,"14D17'57""",S,"047D30'36""",W,ICAO,,,2017-05-21 14:56:45,E,705022,,,RWitzen,VOLMET
,125.7,Brazil,B,AMAPÁ,TWR 25/40,"02D04'02""",N,"050D51'05""",W,ICAO,,,2017-05-21 14:56:45,E,704948,,,RWitzen,TWR
,119.15,Brazil,B,ANÁPOLIS,APP-U C-150/450,"16D08'26""",S,"048D34'37""",W,ICAO,,,2017-05-21 14:56:45,E,704459,,,RWitzen,APP
,119.95,Brazil,B,ANÁPOLIS,APP-U C-150/450,"16D08'26""",S,"048D34'37""",W,ICAO,,,2017-05-21 14:56:45,E,704515,,,RWitzen,APP
,120.55,Brazil,B,ANÁPOLIS,APP-U C-150/450,"16D08'26""",S,"048D34'37""",W,ICAO,,,2017-05-21 14:56:45,E,704545,,,RWitzen,APP
,121.25,Brazil,B,ANÁPOLIS,APP-U C-150/450,"16D08'26""",S,"048D34'37""",W,ICAO,,,2017-05-21 14:56:45,E,704586,,,RWitzen,APP
,122.95,Brazil,B,ANÁPOLIS,APP-U C-150/450,"16D08'26""",S,"048D34'37""",W,ICAO,,,2017-05-21 14:56:45,E,704590,,,RWitzen,APP
,128.95,Brazil,B,ANÁPOLIS,APP-U C-150/450,"16D08'26""",S,"048D34'37""",W,ICAO,,,2017-05-21 14:56:45,E,704602,,,RWitzen,APP
,129.45,Brazil,B,ANÁPOLIS,APP-U C-150/450,"16D08'26""",S,"048D34'37""",W,ICAO,,,2017-05-21 14:56:45,E,704622,,,RWitzen,APP
,133.0,Brazil,B,ANÁPOLIS,APP-U C-150/450,"16D08'26""",S,"048D34'37""",W,ICAO,,,2017-05-21 14:56:45,E,704638,,,RWitzen,APP
,134.8,Brazil,B,ANÁPOLIS,APP-U C-150/450,"16D08'26""",S,"048D34'37""",W,ICAO,,,2017-05-21 14:56:45,E,704645,,,RWitzen,APP
,121.9,Brazil,B,ANÁPOLIS,AS C-5/1,"16D08'26""",S,"048D34'37""",W,ICAO,,,2017-05-21 14:56:45,E,704677,,,RWitzen,AS
ER-BRA-57,121.5,Brazil,B,ANÁPOLIS,EMERG 261/450,"16D08'26""",S,"048D34'37""",W,ICAO,,,2017-05-21 14:56:45,E,704740,,,RWitzen,EMERG
,118.3,Brazil,B,ANÁPOLIS,TWR 25/40,"16D08'26""",S,"048D34'37""",W,ICAO,,,2017-05-21 14:56:45,E,704875,,,RWitzen,TWR
,132.55,Brazil,B,ANGRA DOS REIS,AOC U 100/100,"22D58'31""",S,"044D18'26""",W,ICAO,,,2017-05-21 14:56:45,E,703580,,,RWitzen,AOC
,130.85,Brazil,B,ANORI,AOC U 100/100,"03D44'00""",S,"061D40'00""",W,ICAO,,,2017-05-21 14:56:45,E,703431,,,RWitzen,AOC
ER-BRA-182,130.5,Brazil,B,ARACAJU,AOC U 100/100,"10D59'07""",S,"037D04'24""",W,ICAO,,,2017-05-21 14:56:45,E,703775,,,RWitzen,AOC
ER-BRA-201,131.225,Brazil,B,ARACAJU,AOC U 100/100,"10D59'07""",S,"037D04'24""",W,ICAO,,,2017-05-21 14:56:45,E,704084,,,RWitzen,AOC
ER-BRA-202,131.875,Brazil,B,ARACAJU,AOC U 100/100,"10D59'07""",S,"037D04'24""",W,ICAO,,,2017-05-21 14:56:45,E,704135,,,RWitzen,AOC
ER-BRA-212,136.425,Brazil,B,ARACAJU,AOC U 100/100,"10D59'07""",S,"037D04'24""",W,ICAO,,,2017-05-21 14:56:45,E,704287,,,RWitzen,AOC
ER-BRA-217,131.925,Brazil,B,ARACAJU,AOC U 100/100,"10D59'07""",S,"037D04'24""",W,ICAO,,,2017-05-21 14:56:45,E,704337,,,RWitzen,AOC
,119.0,Brazil,B,ARACAJU,APP-U C-150/450,"10D59'07""",S,"037D04'24""",W,ICAO,,,2017-05-21 14:56:45,E,704449,,,RWitzen,APP
,120.3,Brazil,B,ARACAJU,APP-U C-150/450,"10D59'07""",S,"037D04'24""",W,ICAO,,,2017-05-21 14:56:45,E,704534,,,RWitzen,APP
,118.8,Brazil,B,ARACAJU,TWR 25/40,"10D59'07""",S,"037D04'24""",W,ICAO,,,2017-05-21 14:56:45,E,704922,,,RWitzen,TWR
,131.25,Brazil,B,ARACATI,AOC U 100/100,"04D33'58""",S,"037D47'54""",W,ICAO,,,2017-05-21 14:56:45,E,703492,,,RWitzen,AOC
ER-BRA-199,130.9,Brazil,B,ARAÇATUBA,AOC U 100/100,"21D08'39""",S,"050D25'35""",W,ICAO,,,2017-05-21 14:56:45,E,704031,,,RWitzen,AOC
ER-BRA-202,131.875,Brazil,B,ARAÇATUBA,AOC U 100/100,"21D08'39""",S,"050D25'35""",W,ICAO,,,2017-05-21 14:56:45,E,704136,,,RWitzen,AOC
,130.6,Brazil,B,ARAÇATUBA,AOC U 100/100,"21D08'39""",S,"050D25'35""",W,ICAO,,,2017-05-21 14:56:45,E,704444,,,RWitzen,AOC
ER-BRA-174,130.3,Brazil,B,ARAGUAÍNA,AOC U 100/100,"07D13'42""",S,"048D14'27""",W,ICAO,,,2017-05-21 14:56:45,E,703663,,,RWitzen,AOC
ER-BRA-202,131.875,Brazil,B,ARAGUAÍNA,AOC U 100/100,"07D13'42""",S,"048D14'27""",W,ICAO,,,2017-05-21 14:56:45,E,704137,,,RWitzen,AOC
ER-BRA-220,132.0,Brazil,B,ARAGUAÍNA,AOC U 100/100,"07D13'42""",S,"048D14'27""",W,ICAO,,,2017-05-21 14:56:45,E,704362,,,RWitzen,AOC
,131.6,Brazil,B,ARARAQUARA,AOC U 100/100,"21D48'16""",S,"048D08'25""",W,ICAO,,,2017-05-21 14:56:45,E,703530,,,RWitzen,AOC
ER-BRA-202,131.875,Brazil,B,ARARAQUARA,AOC U 100/100,"21D48'16""",S,"048D08'25""",W,ICAO,,,2017-05-21 14:56:45,E,704138,,,RWitzen,AOC
ER-BRA-220,132.0,Brazil,B,ARARAQUARA,AOC U 100/100,"21D48'16""",S,"048D08'25""",W,ICAO,,,2017-05-21 14:56:45,E,704363,,,RWitzen,AOC
,130.35,Brazil,B,ARAXÁ,AOC U 100/100,"19D33'38""",S,"046D57'56""",W,ICAO,,,2017-05-21 14:56:45,E,703346,,,RWitzen,AOC
ER-BRA-104,126.1,Brazil,B,ARIPUANA,ACC-U C-261/450,10D10'11'',S,059D26'55'',W,ICAO,,"OFF SET CARRIER +7,5",2017-05-21 14:56:45,E,702907,99110.0,FIR AMAZONICA,RWitzen,ACC-U
ER-BRA-106,126.45,Brazil,B,ARIPUANA,ACC-U C-261/450,10D10'11'',S,059D26'55'',W,ICAO,,"OFF SET CARRIER  -7,5",2017-05-21 14:56:45,E,702917,99110.0,FIR AMAZONICA,RWitzen,ACC-U
ER-BRA-112,128.05,Brazil,B,ARIPUANA,ACC-U C-261/450,10D10'11'',S,059D26'55'',W,ICAO,,OFF-SET CARRIER +5 [stdby],2017-05-21 14:56:45,E,702941,99110.0,FIR AMAZONICA,RWitzen,ACC-U
ER-BRA-118,134.7,Brazil,B,ARIPUANA,ACC-U C-261/450,10D10'11'',S,059D26'55'',W,ICAO,,"OFF SET CARRIER +7,5",2017-05-21 14:56:45,E,702966,99110.0,FIR AMAZONICA,RWitzen,ACC-U
ER-BRA-91,123.35,Brazil,B,ARIPUANA,ACC-U C-261/450,10D10'11'',S,059D26'55'',W,ICAO,,"OFF SET CARRIER  -7,5  [stdby]",2017-05-21 14:56:45,E,702978,99110.0,FIR AMAZONICA,RWitzen,ACC-U
ER-BRA-93,123.85,Brazil,B,ARIPUANA,ACC-U C-261/450,10D10'11'',S,059D26'55'',W,ICAO,,"OFF SET CARRIER  +7,3",2017-05-21 14:56:45,E,702985,99110.0,FIR AMAZONICA,RWitzen,ACC-U
ER-BRA-57,121.5,Brazil,B,ARIPUANÃ,EMERG 261/450,"10D10'00""",S,"059D27'34""",W,ICAO,,,2017-05-21 14:56:45,E,704741,,,RWitzen,EMERG
ER-BRA-236,132.15,Brazil,B,ARIPUANÃ,VOLMET B-260/450,"10D10'00""",S,"059D27'34""",W,ICAO,,,2017-05-21 14:56:45,E,705051,,,RWitzen,VOLMET
ER-BRA-33,123.7,Brazil,B,ASSIS,ACC-U C-261/450,22D38'02'',S,050D26'02'',W,ICAO,,"OFF SET CARRIER  -7,3  [stdby]",2017-05-21 14:56:45,E,703096,99171.0,FIR CURITIBA,RWitzen,ACC-U
ER-BRA-41,126.5,Brazil,B,ASSIS,ACC-U C-261/450,22D38'02'',S,050D26'02'',W,ICAO,,"OFF SET CARRIER  -7,3  [stdby]",2017-05-21 14:56:45,E,703124,99171.0,FIR CURITIBA,RWitzen,ACC-U
ER-BRA-43,126.95,Brazil,B,ASSIS,ACC-U C-261/450,22D38'02'',S,050D26'02'',W,ICAO,,OFF SET CARRIER  0 kHz,2017-05-21 14:56:45,E,703131,99171.0,FIR CURITIBA,RWitzen,ACC-U
ER-BRA-49,128.25,Brazil,B,ASSIS,ACC-U C-261/450,22D38'02'',S,050D26'02'',W,ICAO,,OFF SET CARRIER,2017-05-21 14:56:45,E,703150,99171.0,FIR CURITIBA,RWitzen,ACC-U
ER-BRA-52,129.25,Brazil,B,ASSIS,ACC-U C-261/450,22D38'02'',S,050D26'02'',W,ICAO,,"OFF SET CARRIER  -7,3",2017-05-21 14:56:45,E,703158,99171.0,FIR CURITIBA,RWitzen,ACC-U
ER-BRA-53,132.8,Brazil,B,ASSIS,ACC-U C-261/450,22D38'02'',S,050D00'02'',W,ICAO,,"OFF SET CARRIER  -7,3  [stdby]",2017-05-21 14:56:45,E,703163,99171.0,FIR CURITIBA,RWitzen,ACC-U
,135.625,Brazil,B,ASSIS,APP-U C-150/450,"22D38'02""",S,"050D26'02""",W,ICAO,,,2017-05-21 14:56:45,E,704647,,,RWitzen,APP
ER-BRA-57,121.5,Brazil,B,ASSIS,EMERG 261/450,"22D38'02""",S,"050D26'02""",W,ICAO,,,2017-05-21 14:56:45,E,704742,,,RWitzen,EMERG
ER-BRA-226,132.45,Brazil,B,ASSIS,VOLMET B-260/450,"22D38'02""",S,"050D26'02""",W,ICAO,,,2017-05-21 14:56:45,E,704995,,,RWitzen,VOLMET
,130.95,Brazil,B,BACACHERI,AOC U 100/100,"25D24'12""",S,"049D14'01""",W,ICAO,,,2017-05-21 14:56:45,E,703438,,,RWitzen,AOC
,121.8,Brazil,B,BACACHERI,AS C-5/1,"25D24'12""",S,"049D14'01""",W,ICAO,,,2017-05-21 14:56:45,E,704670,,,RWitzen,AS
,132.325,Brazil,B,BACACHERI,ATIS B-260/450,"25D24'12""",S,"049D14'01""",W,ICAO,,,2017-05-21 14:56:45,E,704733,,,RWitzen,ATIS
,118.9,Brazil,B,BACACHERI,TWR 25/40,"25D24'12""",S,"049D14'01""",W,ICAO,,,2017-05-21 14:56:45,E,704931,,,RWitzen,TWR
,130.775,Brazil,B,BACIA DE ,AOC U 100/100,"22D25'52""",S,"041D45'35""",W,ICAO,,,2017-05-21 14:56:45,E,703421,,,RWitzen,AOC
ER-BRA-192,130.775,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"20D07'51""",S,"039D09'17""",W,ICAO,,,2017-05-21 14:56:45,E,703952,,,RWitzen,AOC
ER-BRA-192,130.775,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"20D07'51""",S,"039D09'17""",W,ICAO,,,2017-05-21 14:56:45,E,703964,,,RWitzen,AOC
ER-BRA-189,130.475,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"20D38'15""",S,"040D08'57""",W,ICAO,,,2017-05-21 14:56:45,E,703887,,,RWitzen,AOC
ER-BRA-189,130.475,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"20D38'15""",S,"040D08'57""",W,ICAO,,,2017-05-21 14:56:45,E,703901,,,RWitzen,AOC
ER-BRA-190,130.6,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D08'23""",S,039D46'00'',W,ICAO,,,2019-12-30 12:22:29,E,703928,,,Robert Witzen,AOC
ER-BRA-190,130.6,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D08'23""",S,039D46'00'',W,ICAO,,,2019-12-30 12:22:29,E,703934,,,Robert Witzen,AOC
ER-BRA-190,130.6,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D09'00""",S,"039D39'57""",W,ICAO,,,2017-05-21 14:56:45,E,703926,,,RWitzen,AOC
ER-BRA-190,130.6,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D09'00""",S,"039D39'57""",W,ICAO,,,2017-05-21 14:56:45,E,703932,,,RWitzen,AOC
ER-BRA-191,130.675,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D12'07""",S,"039D44'38""",W,ICAO,,,2017-05-21 14:56:45,E,703940,,,RWitzen,AOC
ER-BRA-191,130.675,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D12'07""",S,"039D44'38""",W,ICAO,,,2017-05-21 14:56:45,E,703942,,,RWitzen,AOC
ER-BRA-172,130.275,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D14'00""",S,"039D58'00""",W,ICAO,,,2017-05-21 14:56:45,E,703639,,,RWitzen,AOC
ER-BRA-172,130.275,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D14'00""",S,"039D58'00""",W,ICAO,,,2017-05-21 14:56:45,E,703649,,,RWitzen,AOC
,130.6,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D15'13""",S,"040D02'04""",W,ICAO,,,2017-05-21 14:56:45,E,703387,,,RWitzen,AOC
,130.6,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D15'13""",S,"040D02'04""",W,ICAO,,,2017-05-21 14:56:45,E,703391,,,RWitzen,AOC
,130.6,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D15'13""",S,"040D02'04""",W,ICAO,,,2017-05-21 14:56:45,E,703394,,,RWitzen,AOC
ER-BRA-172,130.275,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D29'01""",S,"039D08'40""",W,ICAO,,,2017-05-21 14:56:45,E,703638,,,RWitzen,AOC
ER-BRA-172,130.275,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D29'01""",S,"039D08'40""",W,ICAO,,,2017-05-21 14:56:45,E,703648,,,RWitzen,AOC
ER-BRA-224,130.075,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D35'45""",S,"040D42'00""",W,ICAO,,,2017-05-21 14:56:45,E,704418,,,RWitzen,AOC
ER-BRA-224,130.075,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D35'45""",S,"040D42'00""",W,ICAO,,,2017-05-21 14:56:45,E,704424,,,RWitzen,AOC
ER-BRA-172,130.275,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D49'00""",S,"039D52'00""",W,ICAO,,,2017-05-21 14:56:45,E,703636,,,RWitzen,AOC
ER-BRA-172,130.275,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D49'00""",S,"039D52'00""",W,ICAO,,,2017-05-21 14:56:45,E,703646,,,RWitzen,AOC
ER-BRA-165,130.125,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D50'00""",S,"039D50'00""",W,ICAO,,,2017-05-21 14:56:45,E,703593,,,RWitzen,AOC
ER-BRA-165,130.125,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D50'00""",S,"039D50'00""",W,ICAO,,,2017-05-21 14:56:45,E,703600,,,RWitzen,AOC
ER-BRA-189,130.475,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D53'00""",S,"039D49'00""",W,ICAO,,,2017-05-21 14:56:45,E,703894,,,RWitzen,AOC
ER-BRA-189,130.475,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D53'00""",S,"039D49'00""",W,ICAO,,,2017-05-21 14:56:45,E,703909,,,RWitzen,AOC
ER-BRA-191,130.675,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D53'01""",S,"039D51'29""",W,ICAO,,,2017-05-21 14:56:45,E,703939,,,RWitzen,AOC
ER-BRA-191,130.675,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D53'01""",S,"039D51'29""",W,ICAO,,,2017-05-21 14:56:45,E,703941,,,RWitzen,AOC
ER-BRA-178,131.325,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D54'24""",S,"039D44'09""",W,ICAO,,,2017-05-21 14:56:45,E,703731,,,RWitzen,AOC
ER-BRA-178,131.325,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D54'24""",S,"039D44'09""",W,ICAO,,,2017-05-21 14:56:45,E,703752,,,RWitzen,AOC
ER-BRA-193,130.95,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D55'57""",S,"039D49'07""",W,ICAO,,,2017-05-21 14:56:45,E,703983,,,RWitzen,AOC
ER-BRA-193,130.95,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D55'57""",S,"039D49'07""",W,ICAO,,,2017-05-21 14:56:45,E,703985,,,RWitzen,AOC
ER-BRA-179,131.45,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D56'20""",S,"039D47'37""",W,ICAO,,,2017-05-21 14:56:45,E,703763,,,RWitzen,AOC
ER-BRA-179,131.45,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D56'20""",S,"039D47'37""",W,ICAO,,,2017-05-21 14:56:45,E,703768,,,RWitzen,AOC
ER-BRA-189,130.475,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D56'45""",S,"039D45'33""",W,ICAO,,,2017-05-21 14:56:45,E,703891,,,RWitzen,AOC
ER-BRA-189,130.475,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D56'45""",S,"039D45'33""",W,ICAO,,,2017-05-21 14:56:45,E,703905,,,RWitzen,AOC
ER-BRA-179,131.45,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D56'59""",S,"039D42'27""",W,ICAO,,,2017-05-21 14:56:45,E,703760,,,RWitzen,AOC
ER-BRA-179,131.45,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D56'59""",S,"039D42'27""",W,ICAO,,,2017-05-21 14:56:45,E,703765,,,RWitzen,AOC
ER-BRA-224,130.075,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D57'00""",S,"039D42'00""",W,ICAO,,,2017-05-21 14:56:45,E,704416,,,RWitzen,AOC
ER-BRA-224,130.075,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D57'54""",S,"039D45'13""",W,ICAO,,,2017-05-21 14:56:45,E,704423,,,RWitzen,AOC
ER-BRA-224,130.075,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D57'54""",S,"039D45'13""",W,ICAO,,,2017-05-21 14:56:45,E,704429,,,RWitzen,AOC
ER-BRA-178,131.325,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D58'08""",S,"039D49'31""",W,ICAO,,,2017-05-21 14:56:45,E,703725,,,RWitzen,AOC
ER-BRA-178,131.325,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D58'08""",S,"039D49'31""",W,ICAO,,,2017-05-21 14:56:45,E,703746,,,RWitzen,AOC
ER-BRA-190,130.6,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D59'14""",S,"039D48'07""",W,ICAO,,,2017-05-21 14:56:45,E,703929,,,RWitzen,AOC
ER-BRA-190,130.6,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D59'14""",S,"039D48'07""",W,ICAO,,,2017-05-21 14:56:45,E,703935,,,RWitzen,AOC
ER-BRA-178,131.325,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D59'24""",S,"039D45'07""",W,ICAO,,,2017-05-21 14:56:45,E,703727,,,RWitzen,AOC
ER-BRA-178,131.325,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D59'24""",S,"039D45'07""",W,ICAO,,,2017-05-21 14:56:45,E,703748,,,RWitzen,AOC
ER-BRA-216,130.95,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D59'30""",S,"039D45'42""",W,ICAO,,,2017-05-21 14:56:45,E,704322,,,RWitzen,AOC
ER-BRA-216,130.95,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D59'30""",S,"039D45'42""",W,ICAO,,,2017-05-21 14:56:45,E,704324,,,RWitzen,AOC
,130.375,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"21D59'43""",S,"039D46'30""",W,ICAO,,,2017-05-21 14:56:45,E,703357,,,RWitzen,AOC
ER-BRA-189,130.475,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"22D00'00""",S,"040D00'00""",W,ICAO,,,2017-05-21 14:56:45,E,703893,,,RWitzen,AOC
ER-BRA-189,130.475,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"22D00'00""",S,"040D00'00""",W,ICAO,,,2017-05-21 14:56:45,E,703908,,,RWitzen,AOC
ER-BRA-187,130.375,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"22D02'53""",S,"039D31'49""",W,ICAO,,,2017-05-21 14:56:45,E,703845,,,RWitzen,AOC
ER-BRA-194,131.075,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"22D05'04""",S,"039D49'45""",W,ICAO,,,2017-05-21 14:56:45,E,703991,,,RWitzen,AOC
ER-BRA-194,131.075,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"22D05'04""",S,"039D49'45""",W,ICAO,,,2017-05-21 14:56:45,E,703994,,,RWitzen,AOC
ER-BRA-178,131.325,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"22D05'10""",S,"039D49'40""",W,ICAO,,,2017-05-21 14:56:45,E,703719,,,RWitzen,AOC
ER-BRA-178,131.325,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"22D05'10""",S,"039D49'40""",W,ICAO,,,2017-05-21 14:56:45,E,703740,,,RWitzen,AOC
ER-BRA-189,130.475,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"22D06'30""",S,"039D54'59""",W,ICAO,,,2017-05-21 14:56:45,E,703884,,,RWitzen,AOC
ER-BRA-189,130.475,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"22D06'30""",S,"039D54'59""",W,ICAO,,,2017-05-21 14:56:45,E,703898,,,RWitzen,AOC
ER-BRA-178,131.325,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"22D06'48""",S,"039D55'42""",W,ICAO,,,2017-05-21 14:56:45,E,703716,,,RWitzen,AOC
ER-BRA-178,131.325,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"22D06'48""",S,"039D55'42""",W,ICAO,,,2017-05-21 14:56:45,E,703737,,,RWitzen,AOC
ER-BRA-178,131.325,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"22D07'43""",S,"039D57'05""",W,ICAO,,,2017-05-21 14:56:45,E,703724,,,RWitzen,AOC
ER-BRA-178,131.325,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"22D07'43""",S,"039D57'05""",W,ICAO,,,2017-05-21 14:56:45,E,703745,,,RWitzen,AOC
ER-BRA-189,130.475,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"22D07'51""",S,"039D57'28""",W,ICAO,,,2017-05-21 14:56:45,E,703913,,,RWitzen,AOC
ER-BRA-216,130.95,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"22D09'30""",S,"040D08'30""",W,ICAO,,,2017-05-21 14:56:45,E,704323,,,RWitzen,AOC
ER-BRA-216,130.95,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"22D09'30""",S,"040D08'30""",W,ICAO,,,2017-05-21 14:56:45,E,704325,,,RWitzen,AOC
ER-BRA-177,131.275,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"22D09'38""",S,"040D16'29""",W,ICAO,,,2017-05-21 14:56:45,E,703703,,,RWitzen,AOC
ER-BRA-177,131.275,Brazil,B,BACIA DE CAMPOS,AOC U 100/100,"22D09'38""",S,"040D16'29""",W,ICAO,,,2017-05-21 14:56:45,E,703715,,,RWitzen,AOC
